pl_name,pl_orbper,pl_rade,pl_masse,st_mass,st_rad,st_teff
Kepler-265 d,43.1312147,,,1.09,0.94,5963.0
Kepler-331 b,8.457521,2.1,,0.65,0.58,4496.0
Kepler-545 b,13.24931848,,,1.06,1.1,5863.0
Kepler-942 b,44.96393,1.84,,0.68,0.65,4732.0
Kepler-1619 b,23.62209527,,,1.02,1.48,5724.26
Kepler-1459 b,62.869463,,,0.76,0.81,4735.0
Kepler-1421 b,6.9131732,,,1.23,1.68,6294.63
Kepler-1427 b,0.9689678,1.25,,1.05,0.99,5617.0
Kepler-1435 b,4.45342418,,,1.26,1.41,6360.19
Kepler-665 b,,2.604,,,0.69,5013.0
Kepler-536 b,1.8270813,5.73,,0.92,1.6,5364.0
Kepler-378 b,16.09227521,,,0.75,0.71,4707.13
Kepler-242 c,14.49672,1.6,,0.72,0.71,4951.0
Kepler-759 b,41.81287,2.4,,0.98,0.97,5900.0
Kepler-1459 b,,1.953,,,0.78,4762.0
Kepler-543 b,13.89961592,,,0.75,0.72,4702.0
Kepler-732 c,0.89304105,,,0.52,0.52,3619.0
Kepler-286 b,1.79632095,,,0.99,0.93,5600.0
Kepler-868 b,5.03257009,,,1.0,1.13,5652.0
Kepler-336 d,20.67876365,,,,,5956.94
Kepler-310 b,13.93072278,1.21,,0.89,0.85,5795.0
Kepler-309 b,5.923589,1.34,,0.67,0.64,4680.0
Kepler-679 b,12.39356589,,,0.9,0.8,5271.0
Kepler-671 b,4.2809636,2.3,,0.93,0.83,5644.0
Kepler-560 b,18.477659,2.42,,0.49,0.48,3726.0
Kepler-747 b,35.61760233,,,,3.21,4980.0
Kepler-730 b,6.4916717,8.7,,1.02,1.02,6032.0
Kepler-265 e,67.8318309,2.35,,1.04,0.98,6299.0
Kepler-318 b,4.66271775,,,1.08,0.95,5940.12
Kepler-150 e,30.8261043,3.18,,0.9,0.91,5559.0
Kepler-299 e,38.28602037,,,1.0,1.0,5631.0
Kepler-159 b,10.13962367,,,0.7,0.7,4477.0
Kepler-225 c,18.79417509,,,0.65,0.77,4166.0
KOI-1257 b,86.64763676,7.89,,0.89,0.89,5421.0
Kepler-155 b,5.93119294,2.43,,0.72,0.68,4550.0
Kepler-122 c,,6.017,,,1.27,5917.0
Kepler-948 b,7.76855241,,,0.96,0.97,5501.23
Kepler-250 b,4.14808651,,,0.83,0.78,5015.0
Kepler-430 b,,2.647,,,1.37,5936.0
Kepler-839 b,37.8145288,,,1.08,1.57,5927.07
Kepler-212 c,,3.242,,,1.47,5880.0
Kepler-339 b,4.977656,1.42,,,0.8,5631.0
Kepler-293 c,54.155743,3.83,,,0.96,5804.0
Kepler-350 b,11.189562,1.85,,,1.53,6186.0
Kepler-398 d,6.834378,0.74,,0.65,0.57,4476.0
Kepler-1064 b,16.54091,1.51,,0.81,0.71,5176.0
Kepler-1244 b,3.70428172,1.15,,1.14,1.48,6728.0
Kepler-282 b,,1.363,,,1.16,5656.0
Kepler-1166 b,33.24097603,,,0.94,0.85,5392.42
Kepler-341 e,42.4729078,,,1.01,1.2,5669.0
Kepler-1074 b,5.94566534,1.16,,0.56,0.54,3900.0
Kepler-1076 b,6.14728698,,,,0.73,4871.59
Kepler-153 c,,2.215,,,0.74,5178.0
Kepler-576 b,,2.646,,,0.89,5262.0
Kepler-755 b,,1.532,,,0.83,5067.0
Kepler-1044 b,,2.134,,,0.93,6258.0
Kepler-1388 b,,1.903,,,0.48,5052.0
Kepler-1485 b,,1.637,,,1.26,5980.0
Kepler-367 c,,1.151,,,0.7,4859.0
Kepler-1208 b,,2.256,,,0.71,5083.0
Kepler-180 b,13.817124,1.5,,,1.06,5731.0
Kepler-151 b,15.228958,3.06,,,0.83,5460.0
Kepler-253 c,10.281951,2.65,,,0.79,5208.0
Kepler-195 b,8.307872,2.03,,,0.78,5329.0
Kepler-179 b,2.735926,1.64,,,0.76,5302.0
Kepler-282 c,13.638723,1.2,,,0.9,5602.0
Kepler-286 e,29.22144,1.78,,1.03,0.93,5969.0
Kepler-556 b,11.72291212,2.08,,0.89,0.95,5550.0
Kepler-437 b,66.6504521,1.56,,0.71,0.68,4550.0
Kepler-434 b,12.87471243,11.26,,1.22,1.42,5963.0
Kepler-217 b,5.37493289,2.12,,1.14,1.69,6167.0
Kepler-1137 b,23.9210408,,,1.43,1.76,6709.77
Kepler-954 b,16.781774,2.2,,0.71,0.7,4907.0
Kepler-1420 b,6.69958851,,,0.93,0.89,5365.0
Kepler-866 b,2.617056,1.4,,0.69,0.68,4819.0
Kepler-1552 b,,2.978,,,0.99,5271.0
Kepler-1425 b,14.4540329,,,0.96,1.75,5490.38
Kepler-242 c,,2.488,,,0.68,4876.0
Kepler-288 b,,1.558,,,1.07,5698.0
Kepler-112 b,,2.562,,,0.91,5501.0
Kepler-484 b,,2.285,,,0.89,5652.0
Kepler-505 b,27.52194772,,,0.62,0.65,3861.0
Kepler-1639 b,9.8788502,,,1.18,1.03,6175.0
Kepler-1016 c,105.6551369,3.68,,0.99,1.0,5821.0
Kepler-393 c,14.6134251,1.4,,1.31,1.6,6735.0
Kepler-31 c,42.63416177,4.99,,1.19,1.16,6505.0
Kepler-391 c,20.4854403,2.38,,1.31,2.56,5267.0
Kepler-304 e,1.49914695,1.43,,0.83,0.89,4910.0
Kepler-635 b,23.44971004,2.64,,1.33,1.51,6174.0
Kepler-218 c,44.699504,2.9,,1.01,1.02,5542.0
Kepler-193 b,11.38841954,,,1.12,1.03,6026.0
Kepler-242 b,8.20395,2.61,,,0.85,5020.0
Kepler-552 b,5.26341522,3.77,,1.1,1.03,6099.0
Kepler-709 b,16.08524954,3.19,,0.83,0.83,5239.0
Kepler-1439 b,8.07392849,1.3,,0.4,0.38,3471.0
Kepler-149 c,55.3285813,1.77,,0.92,0.9,5377.0
Kepler-183 c,11.637071,2.27,,,0.96,5888.0
Kepler-378 b,16.092361,0.75,,,0.67,4661.0
Kepler-392 c,10.42307379,,,1.12,1.15,6026.51
Kepler-645 b,3.27582198,,,1.23,1.42,6284.97
Kepler-81 d,20.837846,1.21,,,0.59,4500.0
Kepler-275 c,16.08832318,3.42,,1.08,1.33,6157.0
Kepler-346 b,6.511168,3.1,,1.02,0.96,5996.0
Kepler-1344 b,4.7683049,1.79,,1.07,1.12,6237.0
Kepler-637 b,23.20582052,,,1.15,1.39,6102.5
Kepler-588 b,,3.606,,,1.24,6128.0
Kepler-222 d,,3.513,,,0.82,5315.0
Kepler-1220 b,7.42693741,1.37,,0.78,0.91,5745.0
Kepler-306 c,7.24022418,,,0.81,0.79,4948.0
Kepler-935 b,4.88084456,,,0.77,0.7,4784.03
Kepler-1002 b,4.33642933,1.63,,1.21,1.56,6099.0
Kepler-148 b,1.7293718,1.65,,0.78,0.78,5187.0
Kepler-238 c,6.15560377,,,1.0,1.73,5630.0
Kepler-765 b,27.66556,2.27,,1.03,1.05,6058.0
Kepler-254 d,18.74653971,2.6,,0.97,0.89,5941.0
Kepler-273 b,2.93652697,1.55,,0.78,0.81,5627.0
Kepler-892 b,13.75207851,,,0.74,0.66,4641.0
Kepler-319 d,31.781925,2.29,,,0.9,5526.0
Kepler-80 e,4.64489,1.6,4.13,0.73,0.68,4540.0
Kepler-997 b,,1.31,,,1.57,6059.0
Kepler-350 d,26.1363511,2.46,,1.0,1.25,6217.0
Kepler-335 b,6.56225728,3.11,,1.23,1.68,5932.0
Kepler-190 c,3.76304236,1.46,,0.87,0.79,5239.0
Kepler-393 c,14.61342794,,,1.29,1.48,6414.2
Kepler-154 e,3.93276465,1.29,,0.92,0.83,5937.0
Kepler-887 c,7.63846292,,,1.27,1.37,6367.0
Kepler-1639 b,9.87895944,,,1.18,1.03,6175.0
Kepler-1388 e,37.63436421,,,0.59,0.6,3938.0
KOI-3503 b,21.1875846,0.77,,0.92,0.85,6338.0
KOI-3503 c,31.8245304,0.8,,0.92,0.85,6338.0
KOI-3503 c,31.8245304,0.8,,0.92,0.85,6338.0
Kepler-1070 b,6.22161107,1.59,,1.15,1.1,6277.0
Kepler-1473 b,14.42735088,,,1.07,1.19,5904.05
Kepler-135 b,6.00254829,,,1.1,1.56,5990.67
Kepler-1252 b,15.0540329,1.27,,0.73,0.82,5475.0
Kepler-337 c,9.69315566,1.76,,0.97,1.42,5684.0
Kepler-1193 b,2.83264725,,,1.06,1.45,5856.28
Kepler-555 b,16.21774917,,,1.07,1.3,5901.0
Kepler-195 c,34.0963441,,,0.89,0.8,5228.0
Kepler-987 b,105.3035093,,,1.01,0.87,5693.0
Kepler-562 b,18.00931444,5.12,,0.97,0.88,5815.0
Kepler-582 b,18.49235571,,,0.86,0.8,5100.0
Kepler-700 b,80.87159,5.4,,0.96,0.86,5738.0
Kepler-325 d,38.7149617,,,0.99,0.8,5585.15
Kepler-147 c,33.4160553,,,1.07,1.57,5887.37
Kepler-708 b,3.16789342,2.62,,1.03,0.94,5895.0
Kepler-271 c,7.410935,1.0,,,0.88,5524.0
Kepler-228 b,,1.874,,,1.15,5660.0
Kepler-180 c,,2.963,,,0.93,5731.0
Kepler-705 b,56.05597307,,,0.55,0.55,3631.0
Kepler-481 b,,2.847,,,1.26,5676.0
Kepler-328 c,,6.655,,,1.44,6210.0
Kepler-156 b,4.97345525,2.46,,0.83,0.8,5097.0
Kepler-331 c,17.28116957,2.04,,0.54,0.52,4347.0
Kepler-195 b,8.30784498,2.22,,0.88,0.79,5324.0
Kepler-173 b,4.26374378,,,1.0,1.14,5629.05
Kepler-149 d,160.0200597,3.54,,0.85,0.83,5529.0
Kepler-925 b,33.8677783,2.31,,0.68,0.69,4564.0
Kepler-1579 b,0.84990789,0.59,,0.5,0.5,4294.0
Kepler-292 b,2.58083264,,,0.88,0.84,5193.0
Kepler-1365 c,4.77466043,0.81,,0.95,1.1,5727.0
Kepler-313 b,14.97015,1.97,,0.96,1.08,5880.0
Kepler-1379 b,0.88184263,1.24,,0.87,0.78,5268.0
Kepler-1541 b,8.40691199,2.15,,0.9,1.53,5365.0
Kepler-341 c,8.0103929,1.88,,0.96,1.11,5616.0
Kepler-228 c,4.13443005,2.84,,0.95,0.92,5630.0
Kepler-1010 b,34.2685705,2.47,,0.81,0.87,5325.0
Kepler-1003 b,3.554901,1.5,,1.07,0.98,6114.0
Kepler-1018 b,49.1013514,2.72,,1.04,0.92,5807.0
Kepler-304 b,3.2957058,2.8,,0.69,0.67,4779.0
Kepler-307 b,10.415808,3.2,,0.86,1.03,5577.0
Kepler-1374 b,,2.03,,,0.75,5607.0
Kepler-133 c,31.51789,2.73,,1.02,1.34,5600.0
Kepler-136 b,11.5789114,1.97,,1.17,1.19,6156.0
Kepler-674 b,2.24338122,,,0.65,0.69,4135.0
Kepler-715 b,10.00653012,,,1.06,1.17,5855.0
Kepler-194 c,17.30787786,,,1.02,1.07,5731.0
Kepler-142 b,2.02414559,1.98,,0.93,1.24,5726.0
Kepler-623 b,9.07097734,3.23,,1.01,0.93,5672.0
Kepler-640 b,22.24814617,,,0.99,1.04,5581.5
Kepler-1392 b,15.1410397,1.96,,0.88,0.85,5479.0
Kepler-392 b,5.341853,1.0,,,1.13,5938.0
Kepler-344 b,21.96399084,2.45,,0.93,0.9,5535.0
Kepler-1469 b,21.8635301,2.8,,0.92,0.89,5507.0
Kepler-159 b,10.139623,2.38,,,0.66,4625.0
Kepler-1555 b,8.10503551,1.45,,1.06,0.99,6201.0
Kepler-342 c,26.23489576,,,1.16,1.49,6139.09
Kepler-887 c,7.63846023,1.13,,1.19,1.29,6194.0
Kepler-1564 b,18.0540381,1.39,,0.95,0.85,5576.0
Kepler-308 c,15.3825006,2.19,,1.0,0.91,5896.0
Kepler-398 d,6.83437001,0.85,,0.7,0.66,4494.0
Kepler-359 d,77.085964,30.34,,1.09,1.03,6210.0
Kepler-1066 b,1.9315635,2.64,,0.89,1.11,5654.0
Kepler-1553 b,4.24261881,1.15,,0.85,0.81,5288.0
Kepler-768 b,11.39102358,1.67,,0.84,0.73,4983.0
Kepler-558 b,29.0078,2.9,,0.81,0.77,5257.0
Kepler-1334 b,15.64591713,2.29,,0.94,0.91,5614.0
Kepler-233 c,60.4186137,2.8,,0.84,0.8,5261.0
Kepler-209 c,41.74949827,3.4,,0.88,1.04,5514.0
Kepler-251 c,16.51413217,,,0.97,0.89,5536.0
Kepler-610 b,6.99692655,4.19,,1.1,1.13,5943.0
Kepler-116 b,5.968734,3.42,,,1.45,6142.0
Kepler-632 b,30.99644,2.44,,0.88,0.89,5264.0
Kepler-293 b,19.25404023,3.04,,1.04,0.94,5798.0
Kepler-873 b,20.55336572,,,1.1,1.09,5983.0
Kepler-318 b,4.66271902,,,1.08,0.95,5940.12
Kepler-987 b,105.3033148,3.26,,0.97,0.91,5637.0
Kepler-1017 b,7.23400469,3.08,,1.01,1.33,5579.0
Kepler-319 d,31.78226,4.3,,0.96,1.49,5708.0
Kepler-1641 b,19.672266,3.92,,1.1,1.49,6486.0
Kepler-991 b,82.5341188,2.45,,0.58,0.58,4316.0
Kepler-171 b,4.16696628,,,0.97,1.0,5521.0
Kepler-564 b,3.75083342,,,0.99,0.99,5582.29
Kepler-206 c,13.13742,1.98,,1.02,1.27,5986.0
Kepler-190 b,2.01999701,,,0.85,0.77,5088.0
Kepler-596 b,21.30003,3.22,,1.16,1.09,6354.0
Kepler-753 b,5.74771193,,,0.67,0.67,4272.0
Kepler-246 b,4.601836,2.2,,0.76,0.76,5122.0
Kepler-248 c,16.239494,4.07,,,0.83,5190.0
Kepler-576 b,29.91136794,3.27,,0.99,0.97,5672.0
KIC 5437945 b,440.7813,6.4,,1.07,1.24,6340.0
Kepler-178 b,9.57666498,2.5,,0.94,0.92,5535.0
Kepler-146 b,31.1588249,,,1.08,1.13,5916.53
Kepler-187 b,4.93883135,,,1.12,1.62,6030.0
Kepler-663 b,4.99679436,,,0.85,0.9,5074.0
Kepler-337 c,9.693201,2.05,,,1.76,5684.0
Kepler-300 c,40.7151103,2.15,,0.97,0.88,5968.0
Kepler-1009 b,,2.381,,,0.7,3594.0
Kepler-1202 b,28.68549,2.52,,0.95,0.85,5723.0
Kepler-374 b,1.89782882,1.73,,1.02,1.51,5640.0
Kepler-1332 b,11.87458418,,,0.97,0.93,5541.94
Kepler-1346 b,3.40163301,,,1.01,1.02,5679.72
Kepler-1240 b,4.86641452,,,0.99,1.38,5591.36
Kepler-738 b,24.58721573,2.31,,0.82,0.75,5465.0
Kepler-1429 b,4.48494315,1.23,,1.1,1.05,6217.0
Kepler-684 b,,5.751,,,1.41,5659.0
Kepler-542 b,13.14494,2.06,,0.89,0.95,5639.0
Kepler-199 b,23.6421965,,,1.01,0.92,5698.3
Kepler-229 c,16.06862959,5.4,,0.8,0.76,5014.0
Kepler-368 c,72.381301,2.65,,0.97,1.33,5562.0
Kepler-229 d,41.19727955,,,0.8,0.75,4881.0
Kepler-225 c,,2.807,,,0.72,4128.0
Kepler-588 b,4.22162342,,,1.03,1.28,5742.0
Kepler-681 b,26.39452,3.0,,0.78,0.7,5070.0
Kepler-519 b,24.30784323,2.14,,0.91,0.82,5313.0
Kepler-517 b,60.92828898,,,0.99,1.04,5604.05
Kepler-1357 b,3.00912491,1.22,,1.01,0.89,5713.0
Kepler-79 e,,3.049,,,1.34,6389.0
Kepler-1248 b,7.46725407,1.16,,1.13,1.23,6045.0
Kepler-1364 b,13.32196237,1.94,,1.41,1.58,6982.0
Kepler-29 c,,2.39,,,0.75,5378.0
Kepler-700 b,,8.368,,,1.36,5512.0
Kepler-1188 b,17.13689021,,,1.07,1.51,5908.0
Kepler-1565 b,1.53818844,1.18,,0.78,0.73,5112.0
Kepler-810 b,4.59726613,,,0.99,1.03,5592.0
Kepler-142 b,2.02414357,1.94,,1.0,1.23,5794.0
Kepler-304 d,9.653484,2.4,,0.69,0.67,4779.0
Kepler-348 b,7.05677,1.52,,,1.36,6177.0
Kepler-887 b,20.4222447,,,1.27,1.37,6367.0
Kepler-1607 b,13.6473676,1.09,,0.89,1.38,5771.0
Kepler-602 b,15.28467725,2.7,,1.04,1.37,5763.0
Kepler-484 b,10.04556931,2.28,,1.0,0.89,5691.0
Kepler-275 b,10.30065512,2.25,,1.34,1.28,6535.0
Kepler-1449 b,13.2274528,1.72,,1.24,1.16,6269.0
Kepler-187 c,10.64030282,,,1.12,1.62,6030.0
Kepler-214 c,28.7798,2.13,,,1.35,6169.0
Kepler-325 b,4.54445723,,,0.99,0.8,5585.15
Kepler-271 b,,1.229,,,0.86,5470.0
Kepler-932 b,1.9214304,1.32,,0.78,0.81,5213.0
Kepler-605 b,,1.46,,,0.87,5350.0
Kepler-653 c,,0.768,,,1.21,5612.0
Kepler-253 d,18.11989941,,,0.83,0.85,5017.0
Kepler-1577 b,,0.982,,,0.69,4932.0
Kepler-620 b,12.91387805,,,1.16,1.31,6142.88
Kepler-1072 b,1.5690665,1.4,,1.21,1.14,6343.0
Kepler-737 b,28.59914031,1.83,,0.47,0.46,3755.0
Kepler-738 b,24.58716355,,,0.89,0.95,5230.88
Kepler-258 b,13.19721496,4.12,,0.83,0.89,4954.0
Kepler-564 b,3.7508299,4.2,,0.94,0.84,5674.0
Kepler-1109 b,37.64617,1.67,,0.96,0.88,5779.0
Kepler-361 c,55.18815,2.55,,1.14,1.23,6321.0
Kepler-1134 b,17.13271,2.4,,0.96,0.81,5276.0
Kepler-1350 c,1.76678906,1.73,,0.55,0.53,3827.0
Kepler-354 c,16.93485739,,,0.72,0.71,4550.0
Kepler-1406 b,11.629096,1.36,,1.03,1.12,6071.0
Kepler-1407 b,20.0708757,,,1.04,1.35,5800.0
Kepler-306 c,7.2402285,2.58,,0.87,0.85,5219.0
Kepler-894 b,9.80314,2.46,,1.06,0.87,5920.0
Kepler-275 b,10.300682,2.34,,,1.38,6165.0
Kepler-276 b,14.12843,2.4,,1.05,0.95,6057.0
Kepler-278 c,51.0771048,3.66,,1.41,3.05,5010.0
Kepler-282 e,44.34738006,,,1.06,1.1,5848.0
Kepler-926 b,,2.924,,,1.25,5562.0
Kepler-206 b,7.78200916,1.11,,0.98,1.06,5762.0
Kepler-1327 b,14.88801098,1.8,,1.02,1.03,5885.0
Kepler-1328 b,4.52158137,,,1.0,1.36,5647.55
Kepler-190 c,3.76303738,,,0.85,0.77,5088.0
Kepler-1296 b,,2.544,,,2.05,5404.0
Kepler-1299 b,19.9400874,2.47,,0.83,0.76,5609.0
Kepler-266 c,107.7214092,,,0.97,1.11,5510.0
Kepler-269 c,8.12810877,1.62,,1.02,0.92,5831.0
Kepler-275 d,35.6756963,3.08,,1.34,1.28,6535.0
Kepler-208 e,16.25945734,1.67,,1.16,1.4,5951.0
Kepler-1441 b,39.44092848,,,0.98,1.56,5572.13
Kepler-816 b,10.50682828,,,0.78,0.94,4797.24
Kepler-814 b,6.1469851,1.78,,1.08,1.03,6341.0
Kepler-813 b,19.12947337,2.27,,1.05,0.97,6061.0
Kepler-287 c,44.8521071,3.3,,0.97,0.95,5648.0
Kepler-1256 b,12.4128518,1.5,,1.04,1.35,5945.0
Kepler-1258 b,,1.0,,,1.12,5627.0
Kepler-1260 b,19.11893509,,,1.03,1.83,5775.0
Kepler-235 c,7.824904,1.28,,,0.55,4255.0
Kepler-235 c,7.82502168,,,0.64,0.64,4074.0
Kepler-1370 b,20.26432427,,,1.2,1.46,6212.47
Kepler-362 b,10.327186,0.88,,,0.72,5788.0
Kepler-362 b,10.32736351,,,1.03,1.28,5745.22
Kepler-1163 b,6.11786898,0.88,,1.11,1.11,6444.0
Kepler-1168 b,55.8224422,,,0.81,0.74,4934.58
Kepler-388 b,3.173338,0.95,,0.64,0.61,4530.0
Kepler-1250 b,2.60754516,,,1.01,1.53,5690.0
Kepler-1251 b,45.09041544,,,0.98,0.9,5558.2
Kepler-1255 b,36.2923179,,,1.08,1.35,5924.0
Kepler-245 c,,2.338,,,0.79,5105.0
Kepler-1387 b,2.27952336,,,0.82,0.7,4982.83
Kepler-1389 b,99.25349825,,,0.8,0.75,4905.0
Kepler-306 e,44.84124614,,,0.81,0.79,4948.0
Kepler-84 e,27.4345883,2.3,,1.0,1.02,6028.0
Kepler-998 b,5.65378367,,,1.05,1.23,5822.0
Kepler-1041 b,24.7577652,,,1.08,1.67,5919.0
Kepler-1028 b,2.51461384,,,0.96,0.83,5494.0
Kepler-1004 b,,6.668,,,3.58,5008.0
Kepler-997 b,2.70729361,,,1.18,1.55,6169.0
Kepler-266 c,107.7215744,3.83,,1.05,1.02,5888.0
Kepler-714 b,8.09888799,9.19,,1.15,1.06,6167.0
Kepler-984 b,43.0343364,2.5,,0.91,0.91,5550.0
Kepler-339 d,10.55840479,1.41,,0.87,1.02,5353.0
Kepler-1033 b,7.56052209,2.4,,1.03,0.94,5895.0
Kepler-1053 b,2.41434868,,,0.69,0.61,4405.22
Kepler-1075 b,1.52373073,,,0.58,0.59,3945.0
Kepler-1509 b,25.4337864,2.0,,1.02,1.16,5806.0
Kepler-602 b,15.28476211,,,0.98,1.57,5554.67
Kepler-245 d,36.27594657,3.24,,0.86,0.8,5174.0
Kepler-79 b,13.48458665,3.42,,1.18,1.31,6223.0
Kepler-740 b,3.58410138,,,0.94,0.99,5415.15
Kepler-546 b,4.14701989,,,1.01,1.4,5694.0
Kepler-178 b,9.57665595,,,0.94,0.89,5418.0
Kepler-40 b,6.87316326,,,1.11,2.36,6014.0
Kepler-114 b,5.18855617,,,0.74,0.7,4662.41
Kepler-837 b,16.56057486,,,0.99,0.78,5608.0
Kepler-243 b,5.71542598,2.47,,0.93,0.83,5237.0
Kepler-719 b,5.00731666,6.96,,0.91,0.83,5865.0
Kepler-449 b,12.58229808,1.53,,0.91,1.42,5587.0
Kepler-392 c,10.42317343,1.07,,0.91,1.14,5767.0
Kepler-535 b,4.90332155,2.05,,1.2,1.11,6173.0
Kepler-189 b,10.39990194,1.39,,0.83,0.8,5169.0
Kepler-415 b,4.17634525,1.75,,0.73,0.7,4586.0
Kepler-224 c,5.925003,3.12,,,0.68,5018.0
Kepler-227 b,9.488015,3.11,,,1.09,5854.0
Kepler-1617 b,27.4785572,1.08,,1.08,1.13,6300.0
Kepler-442 b,112.306839,1.56,,0.64,0.65,4569.0
Kepler-1379 b,0.88184115,1.28,,0.86,0.78,5260.0
Kepler-1066 b,1.93155984,2.55,,0.82,1.05,5642.0
Kepler-357 c,16.85825609,,,0.79,0.74,4870.0
Kepler-1587 b,9.4061364,,,1.08,1.38,5936.0
Kepler-114 d,11.776147,2.53,,0.71,0.65,4619.0
Kepler-449 b,12.5822799,1.57,,0.97,1.47,5588.0
Kepler-709 b,,3.372,,,0.76,5239.0
Kepler-155 b,5.93119294,1.95,,0.56,0.54,3985.0
Kepler-681 b,26.39435646,3.16,,0.84,0.78,5127.0
Kepler-620 b,12.91385906,,,1.16,1.31,6142.88
Kepler-853 b,,1.604,,,1.46,6318.0
Kepler-655 b,46.40626,,,1.22,1.23,6261.79
Kepler-1276 b,12.5720095,1.09,,0.99,1.07,6456.0
Kepler-1015 b,16.00494214,2.6,,1.25,1.34,6711.0
Kepler-1025 b,37.3229493,1.64,,1.0,0.93,6253.0
Kepler-241 b,12.71810317,2.35,,0.67,0.69,4702.0
Kepler-316 b,2.24048639,1.19,,0.56,0.55,4132.0
Kepler-942 b,44.96417488,2.02,,0.74,0.71,4684.0
Kepler-276 b,14.12847677,2.73,,1.04,0.97,5779.0
Kepler-263 b,16.56806842,,,0.88,0.73,5188.56
Kepler-1394 b,3.93766786,,,1.36,1.97,6565.0
Kepler-1410 b,60.8660974,,,,,4031.25
Kepler-431 b,6.80257947,,,1.11,1.64,6013.71
Kepler-309 b,5.92365634,1.03,,0.51,0.49,3880.0
Kepler-1138 b,3.170598,1.71,,0.93,0.96,5774.0
Kepler-1511 b,23.2385587,2.18,,1.33,1.69,6602.0
Kepler-575 b,9.37884282,,,0.98,0.98,5545.0
Kepler-684 b,6.77030201,3.36,,0.89,0.86,5493.0
Kepler-541 b,5.08007383,,,1.14,2.15,6079.73
Kepler-87 b,,10.666,,,1.48,5600.0
Kepler-899 b,19.17891293,2.57,,0.98,0.88,5767.0
Kepler-907 b,15.86627839,,,,,6082.73
Kepler-912 b,2.53475568,2.02,,0.81,0.81,5662.0
Kepler-750 c,4.08902,1.31,,1.12,1.02,6243.0
Kepler-208 c,7.46662068,1.65,,1.21,1.5,5966.0
Kepler-1330 b,10.10769068,1.72,,1.06,0.96,5754.0
Kepler-380 c,7.63018,1.62,,1.11,1.34,6190.0
Kepler-1208 b,11.08507637,2.32,,0.8,0.76,5001.0
Kepler-383 c,31.20124775,,,,,4608.75
Kepler-384 c,45.3486381,,,0.96,1.74,5500.82
Kepler-387 c,11.8377062,,,1.05,1.15,5835.36
Kepler-1388 b,12.2854718,,,0.59,0.6,3938.0
Kepler-250 d,17.648312,2.18,,,0.81,5160.0
Kepler-344 c,125.60408053,,,0.92,0.94,5349.15
Kepler-1431 b,5.86601519,,,1.0,1.39,5639.91
Kepler-1434 b,8.05286361,,,1.13,2.45,6062.77
Kepler-1435 b,4.45343281,0.94,,1.24,1.34,6664.0
Kepler-1438 b,2.31941571,,,0.94,1.31,5403.0
Kepler-1451 b,35.622233,2.9,,0.97,0.87,5796.0
Kepler-1452 b,42.9136635,,,1.07,2.2,5892.3
Kepler-438 b,35.23318,0.98,,0.48,0.46,3688.0
Kepler-286 b,1.79632439,1.37,,1.0,0.91,5970.0
Kepler-284 b,12.69902995,2.44,,0.91,0.83,5614.0
Kepler-168 b,4.425391,1.46,,,1.11,6282.0
Kepler-181 b,3.137852,1.42,,0.85,0.75,5325.0
Kepler-193 c,50.69803697,,,1.12,1.03,6026.0
Kepler-387 b,6.79164786,1.08,,1.04,1.06,6303.0
Kepler-155 c,52.66147243,,,0.68,0.77,4339.18
Kepler-1246 b,11.32306,1.12,,0.65,0.62,4592.0
Kepler-1536 b,364.758031,3.14,,0.71,0.67,4434.0
Kepler-1537 b,1.44445234,,,0.83,0.82,4997.0
Kepler-1129 c,76.5369586,2.75,,0.97,1.02,6240.0
Kepler-1538 b,175.138819,2.82,,1.03,1.03,5837.0
Kepler-1538 b,175.138819,2.94,,1.11,1.1,6210.0
KOI-1783.02,284.07309817,,,1.1,1.18,5995.0
Kepler-1395 b,3.78472294,,,1.13,1.24,6071.93
Kepler-368 c,72.379334,3.88,,,2.02,5502.0
Kepler-1542 b,,0.926,,,1.18,5545.0
Kepler-1543 b,6.96710269,2.22,,1.43,1.4,6602.0
Kepler-154 b,33.0405509,2.36,,0.9,0.97,5688.0
Kepler-275 d,35.67524129,,,1.2,1.44,6222.0
Kepler-282 c,13.639525,1.22,,0.97,0.89,6102.0
Kepler-283 c,,2.311,,0.66,0.63,4141.0
Kepler-295 c,,3.616,,,2.36,5253.0
Kepler-295 d,33.8845825,,,,2.38,5327.0
Kepler-887 c,7.63846023,1.05,,1.18,1.17,6422.0
Kepler-87 c,573.95023,6.89,,1.11,1.8,5649.0
Kepler-1077 b,34.3511339,2.75,,1.04,0.97,6091.0
Kepler-1080 b,77.2550726,,,1.37,2.07,6578.02
Kepler-235 d,20.06037454,1.99,,0.51,0.48,3887.0
Kepler-663 b,4.99678284,2.6,,0.86,0.82,5264.0
Kepler-696 b,4.19042431,,,1.02,1.21,5726.07
Kepler-623 b,9.07098194,,,0.91,0.82,5297.0
Kepler-910 b,,0.805,,,1.51,6230.0
Kepler-80 c,,2.594,,,0.68,4665.0
Kepler-1460 b,29.9633247,1.89,,0.62,0.64,4463.0
Kepler-765 b,27.6652847,,,1.04,1.17,5811.0
Kepler-268 c,83.4463485,,,1.11,1.33,6005.31
Kepler-795 b,29.6193891,,,0.99,1.04,5595.29
Kepler-449 b,12.58242,2.056,,,,5649.18
Kepler-278 b,30.15856,4.59,,,2.97,4904.79
